Ngram,Frequency
ફિલ્મ વોન્ટેડમાં કામ,1
વોન્ટેડમાં કામ કર્યુ,1
કર્યુ હતું. જો,1
જો કે ફિલ્મ,1
કે ફિલ્મ દબંગ,1
ફિલ્મ દબંગ થ્રીનું,1
દબંગ થ્રીનું નિર્માણ,1
થ્રીનું નિર્માણ અરબાઝ,1
નિર્માણ અરબાઝ ખાન,1
અરબાઝ ખાન જ,1
ખાન જ કરવાનો,1
જ કરવાનો છે.,1
કરવાનો છે. સલમાને,1
છે. સલમાને જણાવ્યું,1
સલમાને જણાવ્યું હતું,1
હતું કે સોહેલ,1
કે સોહેલ કૂલ,1
સોહેલ કૂલ તો,1
કૂલ તો અરબાઝ,1
તો અરબાઝ હાયપર,1
અરબાઝ હાયપર અને,1
હાયપર અને અગ્રેસિવ,1
અને અગ્રેસિવ ડાયરેક્ટર,1
અગ્રેસિવ ડાયરેક્ટર છે.,1
ડાયરેક્ટર છે. આ,1
આ વખતે ફિલ્મનું,1
વખતે ફિલ્મનું દિગ્દર્શન,1
ફિલ્મનું દિગ્દર્શન પ્રભુદેવા,1
દિગ્દર્શન પ્રભુદેવા સર,1
પ્રભુદેવા સર કરશે.,1
સર કરશે. તેઓ,1
કરશે. તેઓ ખૂબ,1
ખૂબ જ અનુભવી,1
જ અનુભવી અને,1
અનુભવી અને શાંત,1
અને શાંત દિગ્દર્શક,1
શાંત દિગ્દર્શક છે,1
દિગ્દર્શક છે જેની,1
છે જેની સાથે,1
જેની સાથે કામ,1
કામ કરવાની ખૂબ,1
કરવાની ખૂબ જ,1
જ મજા પડે,1
મજા પડે છે.,1
હોલિવૂડ અને રશિયન,1
અને રશિયન ફિલ્મો,1
રશિયન ફિલ્મો ઇતિહાસમાં,1
ફિલ્મો ઇતિહાસમાં અત્યંત,1
ઇતિહાસમાં અત્યંત ખરાબ,1
અત્યંત ખરાબ અભિનેતા,1
તેઓ સુપ્રીમ કોર્ટના,1
સુપ્રીમ કોર્ટના દ્વાર,1
કોર્ટના દ્વાર ખખડાવશે.,1
દ્વાર ખખડાવશે. ઉલ્લેખનીય,1
ખખડાવશે. ઉલ્લેખનીય છે,1
છે કે બુલેટ,1
કે બુલેટ ટ્રેન,1
ટ્રેન પ્રોજેક્ટ માટે,1
પ્રોજેક્ટ માટે જમીન,1
માટે જમીન સંપાદનના,1
જમીન સંપાદનના વિરોધમાં,1
સંપાદનના વિરોધમાં ખેડૂતોએ,1
વિરોધમાં ખેડૂતોએ ગુજરાત,1
ખેડૂતોએ ગુજરાત હાઈકોર્ટમાં,1
ગુજરાત હાઈકોર્ટમાં અરજી,1
હાઈકોર્ટમાં અરજી કરી,1
હતી. જેમાં ખેડૂતોએ,1
જેમાં ખેડૂતોએ જમીન,1
ખેડૂતોએ જમીન સંપાદન,1
જમીન સંપાદન સામે,1
સંપાદન સામે ઓછુ,1
સામે ઓછુ વળતર,1
ઓછુ વળતર મળવાની,1
વળતર મળવાની ફરિયાદ,1
મળવાની ફરિયાદ કરી,1
બીજા ઈન્વેસ્ટર છે,1
ઈન્વેસ્ટર છે તેને,1
છે તેને પણ,1
તેને પણ તારે,1
પણ તારે ખુશ,1
તારે ખુશ કરવા,1
ખુશ કરવા પડશે,1
ઘટના અંગે ચોંકાવનારી,1
અંગે ચોંકાવનારી માહિતી,1
ચોંકાવનારી માહિતી એ,1
માહિતી એ મળી,1
એ મળી છે,1
છે કે અપહ્રત,1
કે અપહ્રત બાળકના,1
અપહ્રત બાળકના પિતાએ,1
બાળકના પિતાએ જણાવ્યું,1
પિતાએ જણાવ્યું કે,1
જણાવ્યું કે અપહરણ,1
કે અપહરણ કરનાર,1
અપહરણ કરનાર મહિલા,1
કરનાર મહિલા આરોપી,1
મહિલા આરોપી સવિતાબેન,1
આરોપી સવિતાબેન એ,1
સવિતાબેન એ અપહરણ,1
એ અપહરણ નો,1
અપહરણ નો પ્લાન,1
નો પ્લાન એક,1
પ્લાન એક મહિના,1
પહેલા જ કરી,1
જ કરી લીધો,1
લીધો હતો .,1
હતો . એક,1
. એક મહિના,1
મહિના પહેલા આરોપી,1
પહેલા આરોપી સવિતાબેન,1
આરોપી સવિતાબેન પાલનપુર,1
સવિતાબેન પાલનપુર બસ,1
પાલનપુર બસ સ્ટેન્ડ,1
બસ સ્ટેન્ડ પાસે,1
સ્ટેન્ડ પાસે આ,1
પાસે આ દંપતીને,1
આ દંપતીને મળ્યા,1
દંપતીને મળ્યા અને,1
મળ્યા અને આરોપી,1
અને આરોપી મહિલાએ,1
આરોપી મહિલાએ ભોગ,1
મહિલાએ ભોગ બનનાર,1
ભોગ બનનાર મહિલાને,1
બનનાર મહિલાને સગર્ભા,1
મહિલાને સગર્ભા જોતા,1
સગર્ભા જોતા લાલચ,1
જોતા લાલચ આપી,1
લાલચ આપી હતી,1
હતી અને ફોન,1
અને ફોન નંબર,1
ફોન નંબર લઇ,1
નંબર લઇ સતત,1
લઇ સતત સંપર્કમાં,1
સતત સંપર્કમાં હતી,1
સંપર્કમાં હતી .,1
હતી . 10,1
. 10 દિવસ,1
દિવસ પહેલા બાળકનો,1
પહેલા બાળકનો જન્મ,1
બાળકનો જન્મ થતા,1
જન્મ થતા આરોપી,1
થતા આરોપી મહિલા,1
આરોપી મહિલા સવિતાબેને,1
મહિલા સવિતાબેને દંપતી,1
સવિતાબેને દંપતી નો,1
દંપતી નો સંપર્ક,1
નો સંપર્ક કરી,1
સંપર્ક કરી ગઈ,1
કરી ગઈ કાલે,1
ગઈ કાલે તેમને,1
કાલે તેમને પાલનપુર,1
તેમને પાલનપુર લેવા,1
પાલનપુર લેવા ગઈ,1
લેવા ગઈ હતી,1
ત્યાર બાદ દંપતીને,1
બાદ દંપતીને અમદાવાદ,1
દંપતીને અમદાવાદ સિવિલ,1
અમદાવાદ સિવિલ હોસ્પિટલ,1
સિવિલ હોસ્પિટલ લાવી,1
હોસ્પિટલ લાવી બાળકનું,1
લાવી બાળકનું વજન,1
બાળકનું વજન કરાવીને,1
વજન કરાવીને આવું,1
કરાવીને આવું છું,1
આવું છું તેમ,1
છું તેમ કહી,1
તેમ કહી પ્લાનિંગ,1
કહી પ્લાનિંગ મુજબ,1
પ્લાનિંગ મુજબ બાળક,1
મુજબ બાળક લઇ,1
બાળક લઇ ફરાર,1
ફરાર થઇ ગઈ.,1
થઇ ગઈ. શાહીબાગ,1
ગઈ. શાહીબાગ પોલીસે,1
શાહીબાગ પોલીસે અપહરણ,1
પોલીસે અપહરણ કરનાર,1
અપહરણ કરનાર સવિતાબેન,1
કરનાર સવિતાબેન નામની,1
સવિતાબેન નામની મહિલા,1
નામની મહિલા સામે,1
મહિલા સામે ગુનો,1
સામે ગુનો નોંધ્યો,1
જાહન્વી કોઈ સાથે,1
કોઈ સાથે વાત,1
વાત કરવા રિસેપ્શન,1
કરવા રિસેપ્શન પર,1
રિસેપ્શન પર બેઠી,1
પર બેઠી હોય,1
બેઠી હોય અને,1
હોય અને ફોન,1
અને ફોન ઉપાડ્યો,1
ફોન ઉપાડ્યો હોય,1
ઉપાડ્યો હોય તેવા,1
હોય તેવા સમયે,1
તેવા સમયે જ,1
સમયે જ કેટરીનાએ,1
જ કેટરીનાએ આ,1
કેટરીનાએ આ તસવીર,1
આ તસવીર ખેંચી,1
તસવીર ખેંચી હોય,1
ખેંચી હોય તેમ,1
ઈટાઈમ્સના અહેવાલમાં ઉલ્લેખ,1
અહેવાલમાં ઉલ્લેખ છે,1
"ઉલ્લેખ છે કે,",1
"છે કે, મુસ્તફાએ",1
"કે, મુસ્તફાએ વારંવાર",1
મુસ્તફાએ વારંવાર આ,1
વારંવાર આ વાત,1
વાત પર જોર,1
પર જોર આપ્યું,1
જોર આપ્યું કે,1
આપ્યું કે આ,1
